@RELATION mood_classification

@ATTRIBUTE "Pitch" NUMERIC
@ATTRIBUTE "Speech Rate" NUMERIC
@ATTRIBUTE "Speech Duration" NUMERIC
@ATTRIBUTE "Mood" {0,1,2,3,4,5,6,7,8,9}

@DATA
334.27,175,5.79,0
251.25,150,10.01,0
102.29,82,14.7,8
236.2,115,10.57,5
188.03,159,8.15,6
167.31,92,12.59,7
237.54,151,5.82,6
176.31,98,10.73,7
193.59,108,14.37,3
151.11,74,10.32,1
312.9,179,11.93,0
145.24,124,14.36,7
200.4,93,14.56,3
134.33,81,11.84,8
156.55,72,10.52,3
170.98,88,8.77,3
133.18,76,11.29,1
123.1,71,16.49,8
225.76,164,7.81,6
265.3,156,11.27,0
128.26,75,15.45,1
148.67,130,14.69,2
245.57,141,9.03,6
248.68,158,7.53,4
141.41,109,14.33,7
168.33,103,10.09,7
125.74,85,15.83,8
115.5,87,15.84,8
136.87,89,19.53,8
197.49,114,14.45,5
151.46,119,10.77,2
252.16,133,3.6,9
139.99,51,18.21,8
142.56,65,15.64,8
229.7,192,10.37,4
211.91,129,8.13,6
106.67,75,19.24,8
250.8,137,9.06,5
195.13,113,14.8,5
284.53,143,4.83,9
349.81,196,7.07,0
156.23,121,8.09,7
237.7,211,8.0,4
146.51,110,9.79,7
280.23,171,8.53,0
179.7,102,14.07,2
296.13,154,4.23,9
304.12,154,7.37,0
206.55,118,8.44,5
139.42,68,12.75,1
283.41,144,4.83,9
150.09,112,10.91,2
174.14,129,11.61,2
287.76,147,5.15,9
206.67,197,7.75,4
185.55,153,13.5,5
221.15,173,6.85,4
161.52,116,10.83,3
187.5,110,13.29,5
216.37,160,13.25,5
239.46,139,10.4,5
116.24,72,17.26,8
288.56,161,10.43,0
176.95,125,10.32,7
208.42,161,11.59,4
180.61,121,9.41,5
270.51,193,6.71,0
189.64,153,9.14,6
204.16,74,15.88,3
146.33,72,15.44,8
245.88,155,7.25,6
140.53,103,8.97,7
141.85,98,13.44,7
262.5,159,7.69,9
202.08,71,13.31,3
131.5,61,12.2,1
126.35,54,10.76,8
206.92,179,8.56,6
307.01,194,6.7,0
111.35,87,13.7,8
239.62,161,7.22,9
146.73,102,17.07,2
183.72,77,14.06,3
142.34,106,12.25,2
252.11,160,8.22,4
152.92,107,10.25,2
206.81,178,5.94,6
201.6,151,8.75,6
198.05,99,9.45,3
186.53,83,11.95,3
147.97,83,19.09,8
254.01,134,7.58,5
167.44,56,15.01,1
199.85,121,8.01,5
279.36,133,5.76,9
183.31,94,14.37,3
290.31,158,10.1,0
294.95,161,6.37,9
165.77,73,19.53,1
153.09,114,13.08,7
115.49,58,19.35,8
154.22,63,18.67,1
282.63,174,9.61,0
261.58,150,8.0,4
216.46,156,8.25,5
245.61,139,7.47,9
146.8,90,13.91,2
159.02,105,14.15,7
251.86,160,4.72,9
172.91,130,9.58,7
147.08,89,10.59,8
153.86,93,13.76,2
191.91,143,11.04,5
154.39,98,16.79,2
104.89,79,12.23,8
221.8,147,7.5,6
218.32,80,9.99,3
239.76,154,5.05,9
103.85,87,15.54,8
157.34,55,17.28,1
170.05,94,15.69,2
290.44,161,5.48,9
238.63,165,6.33,6
203.34,205,9.15,4
180.73,103,9.32,3
233.37,148,4.49,9
255.93,217,8.08,4
129.55,85,14.24,8
235.62,133,6.89,6
240.25,120,13.38,5
240.97,132,5.85,9
107.62,59,15.57,8
226.55,206,5.29,4
244.37,125,7.32,6
246.66,180,6.45,6
195.38,71,9.02,3
196.92,147,7.94,6
200.99,159,8.27,4
331.11,159,11.2,0
144.93,100,11.43,7
152.18,96,12.92,7
173.49,129,17.55,2
172.79,117,13.45,2
174.17,123,14.1,7
172.83,125,11.18,7
207.8,115,14.93,5
181.59,105,12.77,3
242.91,220,10.42,4
122.35,57,16.39,8
139.32,59,14.18,1
156.09,96,16.0,3
160.34,96,9.59,7
138.8,87,13.46,8
247.39,170,5.5,9
258.99,164,4.43,9
154.76,68,15.36,1
169.1,101,17.26,2
134.82,80,19.3,1
182.76,177,9.68,6
174.69,100,16.73,2
179.21,112,13.41,7
249.06,124,7.08,5
148.69,101,9.92,7
266.01,168,7.48,9
231.27,170,3.23,9
242.53,144,3.33,9
164.82,57,10.56,1
248.42,212,6.8,4
196.39,144,9.02,5
160.35,102,13.01,7
187.65,114,7.17,5
180.36,154,13.32,5
140.73,106,8.88,7
129.11,70,15.1,1
229.31,184,11.08,4
147.1,58,11.55,8
180.86,105,12.66,3
306.33,184,10.41,0
205.02,94,10.25,3
231.78,142,4.95,9
156.75,63,18.48,1
268.8,146,3.93,9
183.3,136,7.9,6
124.04,70,16.52,8
283.31,170,3.19,9
123.49,77,12.25,8
256.33,148,3.02,9
295.93,133,4.19,9
227.69,154,10.98,5
162.9,104,9.79,3
161.58,97,13.99,7
179.6,121,11.02,7
240.35,119,13.34,5
213.62,142,5.53,6
339.31,190,6.95,0
144.18,95,10.16,2
274.59,148,5.26,9
169.94,108,8.03,7
245.34,140,6.0,9
284.18,163,6.12,9
156.96,91,14.36,2
158.94,91,10.89,3
257.86,147,7.46,0
275.23,141,6.36,9
121.0,62,13.99,1
145.86,119,17.08,2
163.73,128,8.1,7
172.16,129,9.65,7
153.66,103,12.02,7
161.65,79,10.37,1
296.3,146,5.63,9
252.74,158,6.07,9
217.28,105,9.11,3
345.73,180,6.37,0
182.01,80,15.91,3
118.72,55,15.17,8
240.33,166,8.55,6
201.61,145,9.36,5
174.79,107,13.07,3
144.53,87,18.36,8
280.82,149,4.09,9
179.65,112,12.29,7
201.72,152,14.98,5
192.74,76,13.34,3
262.54,114,8.56,5
193.97,88,15.79,3
264.37,186,9.14,0
160.39,63,18.54,1
141.78,123,17.03,2
145.45,117,12.84,2
129.64,79,14.44,8
157.07,111,13.67,3
225.46,150,7.68,6
303.93,192,11.76,0
197.14,93,13.19,3
210.78,142,9.28,6
181.27,169,6.87,6
187.8,77,12.77,3
158.86,94,14.41,3
118.7,58,18.37,8
139.39,63,18.65,1
256.21,137,4.41,9
287.61,160,4.99,9
236.11,138,5.4,6
135.48,87,12.96,8
152.65,119,12.71,2
187.28,77,13.06,3
222.58,157,7.12,6
250.59,147,7.5,9
134.72,53,12.76,1
162.51,54,14.49,1
262.21,158,5.28,4
193.29,91,12.69,3
269.27,178,6.48,0
157.27,104,12.17,7
172.91,97,14.21,7
254.35,164,4.03,9
161.96,92,15.23,3
305.69,199,7.59,0
223.69,130,8.74,5
120.93,86,18.53,8
254.55,116,9.03,5
230.93,169,6.77,9
175.55,112,15.58,3
164.53,110,12.88,2
334.03,141,8.85,0
165.12,127,16.96,2
282.95,152,5.29,0
131.95,69,13.95,1
229.46,152,11.98,5
134.47,74,16.03,1
227.59,186,10.01,4
197.08,142,13.7,5
161.2,98,15.4,2
157.9,90,15.74,2
207.31,111,10.34,5
119.87,52,12.42,8
169.56,60,12.71,1
264.7,148,9.56,5
150.64,90,11.27,2
189.0,163,7.7,6
240.49,180,7.71,4
265.7,114,8.05,5
256.58,159,13.64,5
173.34,120,8.21,7
205.8,115,12.56,3
234.98,144,9.07,5
180.68,140,7.6,5
148.62,103,16.53,2
193.2,144,8.29,6
144.88,73,12.81,8
232.82,110,12.03,5
156.38,53,17.09,1
270.94,194,5.34,0
163.49,100,13.62,2
264.76,138,5.86,9
152.58,109,14.01,7
141.24,94,8.66,7
202.6,114,10.38,3
307.81,192,7.27,0
157.22,104,14.66,2
233.6,165,9.53,6
113.63,56,10.64,8
203.81,177,9.21,4
124.79,50,11.5,8
275.3,172,9.04,0
154.29,75,19.11,1
242.27,184,7.11,4
157.72,118,9.57,7
160.04,121,15.76,2
208.57,190,5.21,4
123.5,63,14.49,8
323.13,200,7.36,0
101.01,90,15.89,8
200.15,147,11.27,5
211.53,136,12.07,5
258.24,153,10.69,4
171.97,107,9.1,7
248.24,183,10.49,4
164.84,124,12.75,7
182.01,75,14.95,3
150.63,102,13.45,3
259.47,183,8.28,0
123.45,61,16.09,1
313.73,150,5.8,0
203.15,187,9.46,4
220.6,115,12.34,5
233.12,170,5.29,9
234.93,149,4.59,9
279.76,184,7.18,0
204.92,161,5.74,6
100.64,81,10.73,8
155.09,120,10.53,7
230.38,133,6.92,6
145.97,104,14.59,7
236.45,174,5.06,6
292.98,172,11.35,0
165.74,77,15.02,3
158.81,51,14.32,1
228.08,161,7.53,6
201.3,111,11.43,3
198.43,127,7.71,6
116.91,55,18.35,8
208.85,105,11.65,3
266.42,135,6.2,9
216.01,166,8.22,4
146.88,122,17.87,2
275.51,132,7.54,9
256.13,140,6.66,0
104.85,77,17.61,8
159.67,71,13.42,1
220.92,169,5.49,4
251.72,163,4.54,9
229.37,135,7.3,5
202.67,123,6.84,6
100.69,53,10.99,8
276.1,158,5.97,9
151.09,105,14.04,7
269.33,180,10.78,4
164.85,128,14.69,2
282.95,141,9.66,0
337.88,180,11.5,0
155.53,52,15.57,1
259.47,132,7.88,5
173.03,111,11.38,2
230.68,138,5.73,9
151.1,104,10.51,2
137.75,81,14.54,8
263.62,154,8.01,0
213.62,156,6.79,6
191.79,180,9.07,6
173.74,109,14.71,2
317.77,149,7.03,0
211.48,110,11.96,3
256.2,165,5.93,4
148.08,130,12.74,7
177.17,104,10.13,2
301.2,147,8.4,0
159.63,87,13.27,3
231.33,125,14.45,5
153.56,127,14.62,7
192.18,172,5.61,6
108.27,78,17.9,8
248.12,157,8.53,5
159.01,123,13.68,2
252.79,143,9.29,0
144.54,57,18.59,1
181.64,150,8.24,6
147.77,85,16.11,8
148.7,107,12.86,2
152.7,119,8.8,7
240.36,174,6.83,6
260.03,141,10.79,0
236.23,211,8.74,4
149.55,90,12.42,2
173.05,100,15.87,3
253.67,174,7.25,0
103.94,74,14.65,8
233.16,138,9.24,6
146.06,128,11.91,7
143.35,79,10.46,8
142.19,93,10.76,2
109.41,60,13.42,8
156.48,128,13.91,7
191.4,89,11.34,3
276.37,160,3.04,9
261.63,147,9.09,0
199.93,114,9.89,5
246.68,168,3.97,9
141.95,93,13.81,2
268.44,143,8.78,0
165.69,92,10.3,2
154.3,73,8.53,3
166.33,127,12.64,2
269.51,200,10.44,4
189.69,104,10.23,3
209.65,149,7.22,6
197.43,152,9.54,6
252.57,150,7.86,9
180.57,125,13.27,5
136.45,62,13.14,1
185.12,111,11.17,3
162.16,128,16.92,2
236.23,156,4.14,9
195.26,123,6.34,6
256.05,151,7.91,0
147.93,61,12.4,8
290.88,167,3.46,9
219.97,123,15.0,5
270.48,162,6.49,9
238.5,149,7.0,9
140.91,71,12.79,1
299.84,188,10.59,0
167.37,114,11.01,2
263.11,156,4.33,9
233.44,141,11.28,5
159.12,113,14.4,7
262.18,153,10.78,5
163.1,121,14.09,2
257.47,219,6.16,4
161.8,126,10.19,7
161.37,71,9.19,3
128.48,77,10.7,1
158.17,78,15.77,1
157.93,96,12.0,2
241.44,173,7.69,6
170.09,98,14.62,7
250.78,159,5.88,0
201.4,166,9.51,4
143.83,118,8.48,7
166.96,93,10.46,3
170.66,92,9.98,7
212.97,118,11.8,5
248.09,200,9.18,4
123.51,52,14.36,8
268.09,153,6.44,9
242.15,130,3.89,9
214.54,112,7.88,5
119.48,69,15.82,8
220.18,137,10.9,5
194.85,154,5.13,6
142.11,106,12.5,2
218.14,93,9.21,3
145.0,116,10.97,7
181.1,152,7.45,5
148.46,111,9.82,7
108.01,83,11.72,8
252.31,157,7.54,5
126.77,52,13.85,1
218.92,208,7.16,4
289.57,144,4.02,9
236.9,142,14.64,5
124.65,83,16.34,8
212.95,155,6.65,6
193.17,107,8.01,3
295.8,167,5.66,9
146.43,90,12.41,8
195.24,83,8.96,3
152.05,67,10.32,1
219.17,111,12.58,3
129.63,77,17.12,8
212.5,191,9.59,4
104.27,85,15.56,8
280.14,197,10.59,0
191.03,95,11.71,3
135.45,60,15.17,1
321.98,181,6.37,0
184.73,167,5.82,6
143.97,96,8.85,7
254.37,143,7.25,5
229.21,180,9.22,4
172.32,108,11.44,2
208.05,143,7.15,6
299.37,143,7.09,9
143.69,64,13.78,8
208.08,180,8.05,6
211.72,169,6.38,4
276.6,160,4.29,9
119.92,73,17.0,8
145.81,67,11.23,1
129.87,61,12.59,8
233.06,164,3.76,9
316.81,178,8.32,0
291.89,166,7.19,9
287.57,200,9.45,0
288.77,137,7.52,9
167.27,95,10.14,7
216.18,75,9.99,3
269.16,176,7.6,0
266.24,188,8.16,4
298.94,134,7.65,9
189.81,84,10.9,3
190.1,169,7.75,6
258.3,164,3.06,9
273.46,168,4.65,9
159.48,125,10.62,7
132.77,80,18.39,8
154.25,69,11.84,1
176.96,116,12.62,7
157.4,103,15.93,2
179.16,80,14.81,3
194.81,121,14.98,5
177.14,106,10.11,2
226.94,155,5.65,6
130.99,79,15.95,1
150.58,95,11.57,7
209.13,204,5.7,4
108.61,64,16.61,8
158.15,90,9.7,7
241.82,151,7.96,4
206.34,125,11.33,5
178.16,84,15.95,3
131.92,75,11.4,8
158.03,110,14.02,2
156.13,73,19.45,1
247.82,132,5.33,6
238.21,161,10.99,4
226.59,175,7.24,6
145.43,75,10.92,1
165.05,82,11.49,3
187.12,117,8.9,3
272.19,147,4.22,9
161.23,103,8.58,3
295.86,155,7.68,9
174.79,100,11.76,7
137.16,51,15.73,8
173.14,111,15.32,2
194.21,134,5.03,6
187.26,133,7.44,5
148.64,91,14.92,7
265.42,184,6.34,4
160.44,121,17.24,2
156.98,106,13.04,2
249.24,174,7.25,6
214.79,166,10.37,4
205.79,107,14.48,3
174.52,102,12.35,2
203.22,162,9.39,4
141.54,77,12.15,1
157.98,118,13.1,2
219.69,141,12.47,5
162.45,96,11.8,3
157.83,67,13.37,1
229.89,167,5.94,6
247.92,150,7.05,5
171.15,121,11.94,7
157.1,63,13.19,1
249.85,123,7.71,6
189.96,126,9.77,6
218.03,209,5.14,4
141.39,111,16.81,2
199.84,75,9.62,3
131.47,63,14.33,8
177.62,103,14.42,2
213.59,124,10.91,5
261.18,208,11.34,4
145.39,92,14.71,7
201.89,143,8.34,6
150.32,73,17.47,1
279.4,170,11.31,0
171.6,98,12.27,2
168.56,124,8.47,7
273.89,176,5.02,0
254.48,168,10.12,4
262.46,209,9.9,4
247.47,135,11.28,5
236.56,138,8.8,5
218.51,186,10.7,4
121.1,67,15.42,1
148.53,75,17.82,1
124.57,63,16.52,8
195.85,78,9.45,3
153.32,56,18.13,1
154.0,93,14.81,3
313.38,180,10.6,0
163.82,117,8.33,7
172.12,113,8.5,3
267.86,145,14.41,5
230.9,180,11.92,4
136.09,77,19.42,8
214.9,182,10.83,4
198.75,115,10.62,3
211.92,104,14.77,3
251.06,153,5.75,0
146.31,108,12.69,2
157.99,97,13.83,2
342.65,157,9.7,0
309.22,183,5.86,0
260.92,117,7.67,5
144.35,54,12.91,1
101.53,85,17.26,8
148.31,63,10.72,1
164.45,108,14.21,7
146.37,126,11.38,2
191.61,138,9.49,5
161.21,111,12.36,7
135.45,90,10.5,8
282.79,131,4.46,9
157.06,128,15.11,2
149.39,104,14.12,7
156.79,122,13.46,7
221.18,128,9.58,6
104.18,87,15.23,8
301.23,192,7.17,0
259.65,160,8.41,5
149.17,76,11.49,1
244.55,114,10.05,5
190.03,157,7.75,5
329.16,159,10.37,0
148.61,61,12.34,1
167.43,118,8.72,3
153.27,118,17.71,2
167.54,70,13.94,3
195.69,119,15.44,3
142.62,58,18.08,8
230.16,203,8.6,4
208.19,129,6.22,6
162.72,101,16.28,2
230.73,116,10.49,5
146.72,114,14.12,2
167.14,118,12.1,3
117.97,75,18.05,8
141.74,105,13.69,2
123.79,51,10.63,1
254.01,188,11.03,4
264.03,199,10.96,4
271.49,169,5.32,9
237.27,203,9.07,4
267.92,146,7.56,9
179.53,91,14.16,2
212.12,84,8.26,3
282.66,155,6.59,9
168.68,98,8.39,7
213.47,125,6.95,6
314.58,150,7.02,0
139.55,56,10.27,1
209.97,220,8.22,4
190.05,180,9.88,6
151.02,107,11.35,7
143.54,116,17.72,2
183.46,130,8.47,5
161.36,113,8.4,3
232.59,153,14.09,5
226.19,129,11.53,5
190.13,166,5.5,6
250.18,157,8.47,5
168.39,116,9.86,7
234.05,112,7.39,5
230.39,139,12.34,5
160.65,102,8.25,3
112.35,51,14.67,8
163.6,118,9.48,7
184.23,123,10.77,5
223.51,143,11.82,5
162.13,100,11.04,3
250.36,130,7.66,9
156.11,98,14.63,7
155.26,100,14.22,2
162.63,73,18.59,1
152.54,120,10.96,2
159.74,105,17.23,2
150.23,123,17.46,2
230.39,138,9.67,5
318.19,148,5.54,0
194.97,78,11.23,3
172.92,100,17.26,2
307.89,186,5.55,0
312.27,192,6.68,0
286.62,191,10.92,0
272.41,162,6.95,9
296.13,178,11.28,0
133.43,77,18.25,1
208.77,163,7.4,6
248.31,190,5.79,4
143.54,67,10.72,1
164.5,122,12.99,7
267.87,185,5.05,4
120.15,65,17.53,8
156.01,116,10.48,2
139.28,64,18.93,8
147.03,88,18.21,8
240.04,180,8.25,4
122.24,62,10.25,8
266.64,157,5.98,4
342.03,145,6.69,0
126.9,70,16.58,8
264.07,160,4.83,9
238.85,168,5.17,6
295.2,137,6.44,9
162.31,129,11.15,7
264.6,117,13.26,5
203.69,126,7.79,5
235.02,130,4.81,9
143.46,91,16.57,2
156.74,58,11.8,1
265.19,156,6.83,9
244.58,144,7.37,9
152.03,63,15.25,1
243.05,185,10.98,4
239.75,196,9.77,4
251.34,168,8.55,0
206.17,133,9.65,6
294.81,167,5.93,9
169.36,53,17.99,1
241.29,161,6.83,9
167.88,84,10.1,3
125.02,60,16.83,8
146.34,57,14.51,8
226.52,136,7.77,6
172.62,91,14.46,3
233.11,174,8.16,6
143.84,77,15.17,8
117.26,57,13.66,8
230.06,208,9.07,4
244.96,167,4.11,9
312.77,152,11.28,0
263.23,169,8.71,0
248.83,155,3.82,9
265.38,117,9.28,5
143.69,115,15.49,2
320.22,152,6.75,0
239.22,159,7.76,4
134.47,52,10.16,8
139.0,80,18.4,8
228.04,162,6.61,4
131.79,87,19.35,8
155.32,119,10.13,3
202.15,71,14.88,3
238.71,160,5.95,6
325.25,181,9.28,0
146.86,78,16.36,8
148.58,64,15.52,8
153.33,109,12.04,3
160.65,96,10.65,2
116.78,56,17.42,8
147.9,99,12.79,7
251.5,149,4.49,9
120.58,62,12.5,1
264.07,132,3.74,9
122.84,55,14.25,1
128.02,55,13.34,1
112.04,82,18.69,8
156.51,107,11.27,2
170.94,102,12.67,7
281.14,171,10.83,0
103.63,67,14.69,8
157.48,68,12.88,1
143.37,102,16.91,2
157.57,101,8.13,7
224.16,145,10.92,5
178.32,91,12.38,7
228.87,170,9.28,6
145.07,99,12.18,2
162.83,80,16.08,1
236.0,213,8.35,4
269.53,207,5.53,4
163.87,59,14.95,1
225.26,208,8.38,4
157.97,113,12.72,7
124.27,52,13.96,8
105.93,88,19.01,8
150.49,121,13.86,2
141.61,98,15.56,2
237.54,161,6.75,9
211.97,160,9.78,6
199.62,88,10.04,3
228.95,135,12.95,5
267.55,165,11.09,4
211.63,152,5.5,6
151.55,106,14.24,7
170.7,99,9.09,7
174.28,125,17.67,2
257.75,171,9.84,4
116.65,56,16.92,8
232.08,190,6.02,4
164.18,99,17.52,2
160.73,116,13.18,2
249.28,160,11.36,4
222.07,173,8.56,6
170.86,113,13.73,7
205.07,151,8.11,4
145.49,118,10.92,2
310.62,142,5.32,0
122.58,53,17.78,8
294.8,145,7.31,9
212.66,180,5.36,4
173.26,126,14.84,2
256.8,146,5.45,9
164.76,62,12.78,1
103.18,50,17.62,8
185.39,76,10.13,3
166.89,116,13.58,7
198.46,120,5.89,6
144.23,124,12.73,2
200.79,185,11.22,4
206.26,113,11.15,5
259.71,158,4.62,9
213.93,79,9.22,3
134.64,84,13.51,8
122.28,59,16.92,1
258.4,168,3.58,9
289.66,144,5.61,9
184.21,160,5.03,6
187.7,138,11.83,5
133.07,54,14.01,1
147.27,116,10.3,2
266.11,165,3.52,9
226.56,178,5.32,4
142.54,93,16.69,2
155.62,60,16.71,1
203.21,134,12.18,5
289.08,143,6.64,9
133.54,54,18.42,1
252.02,188,7.55,4
224.38,159,12.38,5
244.83,166,7.55,9
146.47,110,14.81,7
146.53,121,16.1,2
154.41,87,9.54,3
177.49,117,8.2,3
221.69,199,8.53,4
296.68,145,7.98,9
246.99,136,3.48,9
191.46,173,9.52,6
100.48,79,15.19,8
144.19,106,12.37,2
211.15,131,14.44,5
211.73,129,11.84,5
118.03,87,16.17,8
137.9,85,11.58,8
120.61,85,10.58,8
263.94,165,9.7,0
221.97,168,9.42,6
202.27,77,9.08,3
209.31,218,10.52,4
293.89,160,7.37,9
297.99,150,6.07,0
159.74,69,15.11,1
173.14,119,12.11,7
294.9,159,7.82,9
206.63,122,5.53,6
148.95,58,18.18,1
218.57,80,12.73,3
125.28,63,11.05,8
144.62,105,13.07,2
205.65,138,5.65,6
177.16,128,17.56,2
207.15,93,15.26,3
243.17,168,9.74,4
141.2,56,10.06,1
161.26,112,8.25,3
276.32,143,3.34,9
234.05,154,10.49,5
157.27,85,8.19,3
243.39,153,5.58,4
213.78,114,9.06,3
176.98,101,10.19,7
192.43,103,9.69,3
264.37,157,13.32,5
167.06,130,11.44,2
259.28,155,6.58,4
262.04,116,8.26,5
146.37,71,13.04,8
240.31,132,3.92,9
167.73,98,12.06,2
189.93,119,8.74,5
150.11,97,11.8,7
143.02,102,14.87,7
237.51,159,8.62,4
208.88,138,7.71,6
169.04,128,8.15,7
217.65,146,11.46,5
257.96,192,11.96,4
193.24,146,7.75,6
233.29,167,6.02,9
117.95,84,14.11,8
269.37,179,8.8,0
169.25,52,16.56,1
219.14,219,7.62,4
167.76,73,15.07,3
273.32,160,7.16,9
198.88,116,14.82,3
127.26,61,15.38,8
176.27,99,12.45,2
180.12,144,7.95,5
195.0,154,8.29,6
159.1,127,13.63,7
143.95,70,14.76,1
231.33,191,11.02,4
128.85,60,12.47,8
255.91,157,7.64,9
130.72,79,14.71,1
142.31,120,13.24,2
232.09,187,11.6,4
213.06,122,10.91,5
115.06,78,14.6,8
142.53,94,11.76,7
216.52,79,12.36,3
284.77,147,10.57,0
142.43,114,13.84,7
299.75,158,7.01,9
228.75,141,9.98,5
193.56,79,14.96,3
325.32,141,5.81,0
171.74,98,12.68,2
128.99,65,19.51,8
206.73,208,9.28,4
205.6,138,9.46,6
141.06,124,17.61,2
155.36,112,11.26,2
306.42,193,9.48,0
230.0,209,9.71,4
304.18,164,9.71,0
148.27,114,11.87,2
129.92,69,18.81,8
241.99,143,5.51,9
255.74,180,9.84,0
243.44,171,8.82,4
346.53,154,7.9,0
132.79,64,16.19,1
218.64,116,12.44,3
154.54,109,11.21,3
297.87,155,6.86,9
203.17,167,10.9,4
252.54,147,4.51,9
148.33,85,16.53,8
171.16,114,13.51,2
141.54,128,10.12,2
131.7,77,13.29,1
162.84,112,17.75,2
227.94,154,7.12,4
144.23,59,16.67,1
230.8,136,4.89,9
171.0,124,8.17,7
246.49,141,5.66,6
143.12,119,8.66,7
156.47,127,8.25,7
316.73,194,9.57,0
206.2,136,7.79,6
131.05,77,16.22,8
232.16,150,9.29,4
218.53,157,7.84,5
297.19,139,7.12,9
213.43,73,12.43,3
189.64,111,11.71,5
177.92,129,13.52,2
216.13,158,11.23,4
329.33,185,6.42,0
192.59,95,13.63,3
132.96,74,13.14,1
217.99,178,6.61,6
157.53,71,14.15,3
229.95,159,6.0,4
206.81,137,6.71,6
268.69,118,14.2,5
202.25,125,7.48,6
167.36,117,10.87,7
243.77,183,6.35,4
261.77,136,11.92,5
140.32,58,10.06,8
224.71,130,10.64,5
175.71,104,14.67,3
279.37,165,7.09,9
265.76,172,10.71,0
238.93,186,7.21,4
128.36,64,11.71,1
249.68,220,10.17,4
128.4,71,12.39,1
149.99,51,13.78,1
149.64,54,17.68,1
206.15,140,7.88,6
254.38,156,3.97,9
106.6,55,15.52,8
266.62,156,6.55,9
198.45,154,8.16,5
151.88,124,9.14,7
190.94,91,10.21,3
262.63,149,7.85,5
265.4,215,11.61,4
239.29,164,5.21,6
210.23,211,10.23,4
317.09,159,5.51,0
247.43,205,9.37,4
145.34,70,13.78,8
254.78,168,8.38,4
195.9,121,9.15,6
173.31,121,8.69,7
281.0,177,8.37,0
159.19,95,10.33,7
287.54,193,11.2,0
286.03,160,9.91,0
268.78,167,7.69,9
196.36,124,9.49,6
100.45,70,11.18,8
171.56,109,10.36,3
148.94,59,13.84,1
153.84,102,17.92,2
288.3,165,5.05,9
177.78,97,12.59,7
185.21,164,9.02,6
170.24,123,15.52,2
177.8,122,12.68,7
163.39,51,17.51,1
106.95,86,15.23,8
177.65,125,8.24,7
196.65,95,14.58,3
146.45,58,14.26,1
304.88,145,6.47,0
146.41,50,11.05,1
152.58,114,13.8,2
151.75,130,14.39,2
151.13,116,10.97,2
208.83,93,8.16,3
249.55,120,5.2,6
219.34,145,8.44,6
175.06,111,10.41,7
240.35,121,6.31,6
254.19,150,9.55,4
150.83,106,17.29,2
231.73,162,6.59,9
165.62,58,12.7,1
237.21,145,14.23,5
139.87,63,14.13,1
282.33,157,5.03,9
137.57,78,17.09,1
252.3,169,4.77,9
138.36,65,18.26,1
239.61,160,9.06,6
156.7,63,13.71,1
166.25,70,10.49,1
141.1,90,14.84,2
144.45,124,14.89,2
158.84,94,9.32,7
257.2,154,9.31,5
283.0,183,5.01,0
136.95,84,14.38,8
281.56,167,7.77,9
126.25,51,10.53,1
153.75,119,15.73,2
174.72,96,11.23,7
153.12,127,8.69,7
228.79,191,11.06,4
137.55,85,12.95,8
213.08,204,5.04,4
121.69,56,13.89,1
288.7,142,6.05,9
217.17,90,12.61,3
265.47,179,8.75,0
297.92,136,6.65,9
216.96,167,5.29,4
173.73,83,8.45,3
199.22,124,7.08,6
127.89,72,17.87,1
264.21,182,6.1,4
231.03,136,4.37,9
209.58,133,8.7,6
168.61,110,17.89,2
193.79,162,5.52,6
242.05,204,5.29,4
212.41,151,8.8,6
293.15,136,6.65,9
105.31,53,17.17,8
154.92,96,13.23,7
145.01,93,12.56,7
324.51,146,6.44,0
228.55,172,8.73,4
123.91,67,12.09,1
273.2,170,6.99,9
161.15,101,16.51,2
199.98,106,9.1,3
149.06,99,11.64,7
175.83,96,9.57,3
202.28,172,5.31,6
276.21,132,6.26,9
255.67,158,4.44,9
148.56,122,10.64,7
232.73,141,7.14,6
108.29,74,13.28,8
173.25,113,13.25,2
276.78,162,6.44,9
144.35,86,17.47,8
249.65,144,5.91,9
145.14,78,13.67,1
225.48,216,9.74,4
197.72,121,9.95,5
329.64,152,6.8,0
166.24,106,12.94,7
197.14,179,9.21,6
175.21,115,17.8,2
269.35,162,4.44,9
313.98,159,9.17,0
248.98,161,6.61,9
141.34,84,17.7,8
166.25,124,9.89,7
144.62,111,10.26,2
290.61,161,3.52,9
271.29,164,6.87,0
148.5,56,10.92,1
265.44,166,5.01,0
135.71,57,11.28,1
206.57,126,8.72,6
112.71,74,11.23,8
152.94,82,10.53,3
155.03,92,12.26,7
149.91,121,13.83,7
276.48,165,3.84,9
240.85,153,9.57,6
191.23,171,9.57,6
234.07,210,5.6,4
165.38,116,13.06,3
242.48,128,5.04,6
173.43,95,14.04,7
160.93,123,17.28,2
172.32,92,9.06,7
194.43,105,11.04,3
158.67,56,10.33,1
178.21,108,17.35,2
267.75,219,8.11,4
150.06,94,11.8,7
128.35,75,14.12,1
142.57,89,12.67,8
260.59,175,10.81,4
121.79,61,10.7,8
213.28,144,12.38,5
132.17,52,17.57,8
164.01,90,9.25,3
161.9,70,17.98,1
219.6,175,6.33,6
128.75,90,19.28,8
232.18,152,4.64,9
254.35,130,10.35,5
228.24,124,8.4,6
169.52,111,12.83,7
204.73,165,6.92,4
235.77,169,5.06,9
264.83,159,5.07,9
